id,name,album,artist,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
7fSPXg9avmHAkLopHA7YFe,Down (feat. Gucci Mane),Fifth Harmony,Fifth Harmony,165200,0.53,0.0162,0.512,7.04E-05,0.128,0.401,-7.094,0.133,196.121,8,4,Energetic
39ZbD2BuYmJudCHFankou3,Dream lantern - English ver.,Your name. (deluxe edition / Original Motion Picture Sound Track),RADWIMPS,130266,0.234,0.0236,0.832,2.05E-05,0.0508,0.196,-5.454,0.358,177.578,8,4,Energetic
5SEvxpu5ImOFOcXyeM8fbx,Dream of You (with R3HAB),Dream of You (with R3HAB),CHUNG HA,192735,0.659,0.0347,0.738,2.26E-06,0.114,0.615,-3.894,0.0659,117.081,5,4,Energetic
0wf9rSX8ds3yEI2gf2QdPs,Dreams,Perception,NF,221573,0.501,0.354,0.354,2.66E-06,0.111,0.301,-13.031,0.177,86.289,11,4,Energetic
2hRlHXzOf14ArYmOPeAXsa,DRIFTING,CLOUDS (THE MIXTAPE),NF,200049,0.692,0.405,0.721,0,0.0773,0.496,-3.244,0.389,168.084,9,4,Energetic
157kvk58Qr04AiuDv2aQWd,Drifting,Drifting,Eroded Sky,194571,0.616,0.71,0.202,0.678,0.0871,0.0773,-14.144,0.0383,139.857,11,4,Calm
7lPN2DXiMsVn7XUKtOW1CS,drivers license,drivers license,Olivia Rodrigo,242013,0.585,0.721,0.436,1.31E-05,0.105,0.132,-8.761,0.0601,143.874,10,4,Sad
1IzfmRGG6aNxu8kFHZfs1F,Dusk Till Dawn,Dusk Till Dawn,Madilyn Bailey,194000,0.496,0.815,0.255,0,0.2,0.346,-9.181,0.0361,88.994,2,4,Sad
2ZSCy3P1QzpJySCWA6NRIU,Dynasty (Remastered Version),I Was Made For Lovin' You,KISS,271240,0.768,0.213,0.852,7.45E-05,0.0723,0.867,-6.215,0.038,128.374,4,4,Happy
6264zKFgXM13JuRBX4MMyD,Dysfunction,Mudshovel,Staind,282093,0.328,0.000224,0.826,0.000944,0.0818,0.341,-5.085,0.0362,106.606,6,4,Energetic
7uI4m3uAKy2WWH1mJZAYzO,Eagle,Eagle,Ansatz Der Maschine,226400,0.339,0.937,0.142,0.91,0.0847,0.121,-21.613,0.0416,109.98,10,4,Calm
5rLZGAZOstOC3fqhmGChvK,East Harlem,Goshen,Beirut,200146,0.284,0.848,0.262,0.00483,0.0966,0.107,-9.869,0.028,98.66,11,4,Sad
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,173799,0.56,0.555,0.68,0,0.116,0.319,-7.648,0.321,89.391,6,4,Happy
1e2ofLpE40cjEeMENP7pzv,"Edge of Great (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",Julie and the Phantoms: Season 1 (From the Netflix Original Series),Julie and the Phantoms Cast,181322,0.516,0.0134,0.798,0,0.0835,0.389,-2.411,0.0466,185.913,2,4,Energetic
6AlzF33SOFB8vfrmABo0jV,EDM Sux,EDM Sux,FTampa,155625,0.653,0.00775,0.907,0.82,0.342,0.238,-5.877,0.11,128.079,7,4,Energetic
4vVTI94F9uJ8lHNDWKv0i2,Eenie Meenie,Eenie Meenie,Sean Kingston,201946,0.72,0.0543,0.607,0,0.113,0.828,-4.168,0.0322,121.223,1,4,Energetic
0Qt4s6DQlOsdhNW64DkZK3,Ego - Radio Edit,Une seule vie (Collector),Willy William,207600,0.742,0.285,0.919,0.0106,0.365,0.556,-2.562,0.0316,99.999,8,4,Energetic
6KuzTwyczjBp1C4f60Y5ID,Eidolon,Eidolon,Monocle Twins,257668,0.553,0.862,0.24,0.946,0.0932,0.164,-19.522,0.0304,128.986,10,3,Calm
5s727A4OsVB8vG8eBo2D0s,Elefante,Elefante,NK,161916,0.894,0.203,0.702,0.000205,0.268,0.307,-4.098,0.164,90.01,2,4,Energetic
3m6KkYKdnbffMpGd9Pm9FP,Elephant,Seven Nation Army,The White Stripes,231920,0.745,0.00666,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,4,4,Happy
4l2hnfUx0esSbITQa7iJt0,Elvis 75 - Good Rockin' Tonight,A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,211173,0.586,0.000155,0.935,0.277,0.159,0.58,-9.386,0.0482,114.997,4,4,Happy
4UmpEQtTlhBOxDPePaK8qR,Emotions in Motion,Emotions in Motion,Jaakko Eino Kalevi,256906,0.651,0.199,0.503,0.644,0.0781,0.558,-10.906,0.0323,133.044,0,4,Sad
6CY6TBcuh13KEk34pMnZA8,Empty Street at Night,Empty Street at Night,Golden Sleep,307000,0.211,0.903,0.0147,0.935,0.342,0.0667,-22.964,0.0456,169.899,2,3,Calm
24BNgrtp6Fag4M5BQPEgsV,End Of The Road,Goodbye & Good Riddance,Juice WRLD,162981,0.373,0.0568,0.717,0,0.114,0.293,-5.833,0.083,109.977,1,5,Energetic
67O8CWXxPsfz8orZVGMQwf,End of Time,End of Time,K-391,187560,0.81,0.267,0.7,6.69E-05,0.137,0.193,-5.664,0.0399,116.019,4,4,Energetic
2TFQPFUqRtgj1auq9b5PlR,Endeavour,Coda,Jakob Ahlbom,180614,0.351,0.93,0.24,0.904,0.101,0.0968,-15.363,0.034,79.919,9,3,Calm
3wTyLh0vhP3dN5yv0Mti17,Endgame / Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,Prayer Of The Refugee,Rise Against,199386,0.198,0.00131,0.977,4.62E-05,0.23,0.351,-3.499,0.173,195.795,3,4,Energetic
6azjD02gDO2ZarIZMs3eRk,Ensay,Ensay,Saad Lamjarred,224391,0.701,0.0601,0.826,0,0.186,0.707,-6.515,0.0907,122.056,3,4,Energetic
3IOXceWmoCrTyl5TXFDzWu,Envision,Vague,Amaranth Cove,143000,0.32,0.881,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,10,4,Calm
7lSHfDPdyGdRyG234h5ToK,Event Horizon,Event Horizon,Airwaves,310666,0.464,0.0665,0.38,0.898,0.114,0.0558,-8.052,0.0279,100.006,7,3,Calm
6okaxit4V1bU6yIVVsP836,Every Man For Himself (Red Package),Inside Of You,Hoobastank,188800,0.435,0.000203,0.884,0,0.0876,0.82,-3.468,0.0392,201.773,2,4,Energetic
1LMVGL3030W3mGmRrd2hCm,Every Six Seconds,Click Click Boom,Saliva,252400,0.607,0.00259,0.935,0.000221,0.195,0.51,-2.918,0.0506,95.97,6,4,Energetic
4xxyCh7xkK30LVBO81poif,Every Way,Every Way,Antonio Giacca,166211,0.879,0.019,0.908,2.62E-06,0.309,0.759,-4.422,0.126,123.036,11,4,Energetic
1di1BEgJYzPvXUuinsYJGP,Everybody (Backstreet's Back) - Radio Edit,Backstreet's Back,Backstreet Boys,225360,0.731,0.0352,0.853,0,0.268,0.605,-4.219,0.0363,108.016,10,4,Energetic
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,17,XXXTENTACION,95466,0.734,0.847,0.57,2.14E-05,0.112,0.689,-7.066,0.133,129.953,7,4,Energetic
6ufrOaf4v6Qady6GiIpQ0s,Everybody Hates Me,Sick Boy,The Chainsmokers,223466,0.475,0.00703,0.752,0,0.406,0.515,-6.596,0.0467,154.957,11,4,Energetic
1c97hmN3Z064RQZTvCfM84,Everything at Once,Two (Expanded Edition),Lenka,157600,0.766,0.332,0.466,0.00378,0.379,0.839,-8.036,0.0718,145.003,0,4,Energetic
3z06k8YF9CqX0CGFrlekOK,everything sucks,everything sucks,vaultboy,115401,0.76,0.00772,0.371,0,0.0785,0.653,-8.964,0.0531,138.023,6,4,Energetic
0mV43B6pJWRjcM5TmzNe6d,EveryTime I Cry,EveryTime I Cry,Ava Max,177855,0.727,0.181,0.832,0,0.0615,0.213,-4.327,0.0366,127.035,9,4,Energetic
3L0fPX8biELkH57fF3Exkd,Everywhere And Right Here,What You Love You Must Love Now,The Six Parts Seven,322160,0.256,0.367,0.456,0.881,0.119,0.0682,-10.865,0.0306,70.357,4,4,Calm
7Ky78y9gxAKlujRin3vzZf,Ex:Re,Romance,Ex:Re,403469,0.716,0.884,0.644,0.617,0.138,0.464,-12.444,0.0718,121.053,9,4,Sad
2MlnLVsrTJmHmdpzJQcQ6w,Expedition,Expedition,Skytech,150947,0.639,0.00288,0.974,0.596,0.349,0.353,-4.13,0.057,130,7,4,Happy
1eCTQhsNA31FcwyNcJcf86,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)","Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",Sista Prod,156187,0.702,0.686,0.616,0,0.145,0.507,-4.903,0.326,80.482,6,4,Sad
698ItKASDavgwZ3WjaWjtz,Faded,Different World,Alan Walker,212106,0.468,0.0281,0.627,7.97E-06,0.11,0.159,-5.085,0.0476,179.642,6,4,Energetic
2rzWSywjwzbysCmdOzssFR,Fairytale,Fairytale,Alexander Rybak,182640,0.576,0.62,0.785,4.26E-05,0.233,0.674,-5.359,0.0295,107.996,2,4,Energetic
4Gt2kh3QbAGU6yquOWn4aW,Fake,Fake,Lauv,146375,0.703,0.139,0.657,0,0.093,0.455,-5.363,0.0783,82.96,4,4,Calm
6rAGFY9D3ah6Lb7fUgbNNH,Fake A Smile,Fake A Smile,Alan Walker,168118,0.447,0.212,0.553,0,0.165,0.252,-4.817,0.0322,149.877,0,4,Energetic
2rRJrJEo19S2J82BDsQ3F7,Falling,Nicotine,Trevor Daniel,159381,0.784,0.123,0.43,0,0.0887,0.236,-8.756,0.0364,127.087,10,4,Sad
1FunUekKzZ9Mgt3BMYCrfF,Falling Asleep,Falling Asleep,Tiz McNamara,202400,0.537,0.899,0.201,0.00163,0.077,0.196,-12.948,0.033,134.087,2,4,Sad
4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",Lil Peep,196400,0.669,0.0175,0.574,0.00294,0.146,0.273,-6.442,0.0286,120.013,4,4,Energetic
3iGMErA58MMTYT1mBkUkRf,Fantasy (R3HAB Remix),Fantasy - R3HAB Remix,Sofie Tukker,188346,0.7,0.113,0.751,0.00129,0.241,0.246,-3.853,0.0566,124.027,4,4,Energetic
0IvaKmBYBLVcdP0Ft8Dwik,Far Away,Feels Like We're Dying,Johnny Goth,185250,0.579,0.73,0.411,0.8,0.0945,0.125,-13.068,0.0329,79.988,6,1,Sad
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Woodstock,Portugal. The Man,163253,0.801,0.0417,0.795,0.000113,0.0717,0.754,-5.115,0.0504,79.028,1,4,Energetic
4mt7C6wYeTUWDDk7xKym9w,Feel Me,Rare (Deluxe),Selena Gomez,226002,0.71,0.44,0.808,0.000773,0.0734,0.392,-6.703,0.0433,99.989,2,4,Energetic
6P415bdEuyzdqSp8BHvQ6Z,Feel My Love,Feel My Love,Glenn Travis,235363,0.597,0.0651,0.666,0,0.14,0.443,-6.66,0.0601,94.955,1,4,Energetic
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,18 Months,Calvin Harris,206413,0.707,0.000972,0.924,0.00703,0.204,0.919,-2.842,0.031,127.937,7,4,Energetic
3mMd2MGvEIDAfMfvcb9wsC,Feels Like Flying,Feels Like Flying,Elementaries,198077,0.416,0.882,0.11,0.873,0.116,0.347,-13.776,0.0423,120.024,11,4,Calm
4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),Selena Gomez,186112,0.708,0.0204,0.618,6.81E-06,0.062,0.265,-4.424,0.0592,123.013,2,4,Energetic
3wJVBz7gvGTwTWVAxFa6ny,Fever,Fever,Dua Lipa,156910,0.868,0.0597,0.693,0.00399,0.106,0.396,-7.052,0.181,114.999,6,4,Energetic
3zi1freHC2SBhhlzvH368W,FFF,Poster Girl,Zara Larsson,212581,0.866,0.0342,0.772,6.81E-05,0.0649,0.798,-3.348,0.296,113.985,3,4,Energetic
0fJFBbpUxTwjhh1ScBQjeX,Fickle Heart (Plus Two Bonus Cuts),Driver's Seat,Sniff 'n' The Tears,240746,0.754,0.0186,0.804,0.0604,0.207,0.972,-7.189,0.0368,132.967,11,4,Happy
3OjwAIOhan5AIGS2p6fJrt,Fields After Rain,Fields After Rain,Martèn LeGrand,176000,0.474,0.973,0.161,0.907,0.113,0.357,-20.952,0.043,82.892,5,3,Calm
0BEkkhhqcCNx6VLMtshOiT,Fields Of Blossom,Fields Of Blossom,Martèn LeGrand,197800,0.42,0.98,0.135,0.941,0.0974,0.155,-20.518,0.0815,118.9,4,4,Calm
2viJufnGlsjR1X51CEHpeg,Find Paradise,Electronic Memories (feat. Mickey Kojak),k?d,237346,0.602,0.0992,0.926,0.0449,0.241,0.574,-1.62,0.0897,100.014,5,4,Energetic
1ZMiCix7XSAbfAJlEZWMCp,Fine Line,Falling,Harry Styles,240133,0.567,0.839,0.267,1.46E-06,0.089,0.0592,-6.502,0.0299,110.011,4,4,Sad
0p0ljM6RxgpGt7wthGqBZa,Finest Hour (feat. Abir),Finest Hour (feat. Abir),Cash Cash,215781,0.656,0.0789,0.729,0,0.133,0.438,-4.223,0.0765,95.974,5,4,Happy
7t3Xdbufg7q2onVsR8RBdY,Fire On Fire,Love Goes,Sam Smith,246735,0.584,0.476,0.408,0,0.18,0.333,-7.356,0.0461,115.129,1,4,Sad
615whmbmchAYve3H0LH1Pt,First Time High,Phoenix (Deluxe),Rita Ora,181960,0.679,0.605,0.595,0,0.0979,0.511,-5.991,0.0697,102.932,4,4,Energetic
0x4CFzoSdqVq5qTGgwZFuX,Fix You,Fix You,Valentin,240000,0.5,0.671,0.185,0,0.0827,0.159,-13.209,0.0302,140.148,1,4,Sad
6z7mOTf4O20AApGsTNn7fC,Flames (feat. Avril Lavigne),Flames (feat. Avril Lavigne),MOD SUN,151989,0.54,0.00316,0.631,0,0.104,0.194,-4.569,0.0336,84.903,8,4,Energetic
2SbIONplUQ0BvXyRgGDgCz,Flaws,Dust On The Ground,Bombay Bicycle Club,243752,0.605,0.757,0.319,0.00237,0.116,0.273,-10.892,0.0306,109.603,10,4,Sad
3Uz3K1Ctq6MOIDqRddKHXo,Flesh Balloon,Kinky Love,Pale Saints,244240,0.376,0.133,0.277,0,0.0643,0.309,-18.291,0.0357,178.814,1,4,Sad
43p1IlKF0PBgwkqzS2EdCk,Flex,Flex,Fedde Le Grand,155546,0.609,0.017,0.912,0.0335,0.44,0.533,-3.823,0.0486,128,0,4,Energetic
7JrSIPcfkWhDzxWII8Jz7V,Floating,Escaping Time,Benjamin Martins,200346,0.32,0.64,0.256,0.862,0.112,0.191,-17.98,0.0445,115.011,10,4,Calm
7hJZMJqFRlypzSlxC7Kn8n,Floating Sunbeams,Floating Sunbeams,Michael Orvind,159292,0.205,0.98,0.202,0.85,0.128,0.086,-15.952,0.0427,113.057,1,4,Calm
2AceGjiX9isUbXmMZa0Dl1,Floating Through Space,Floating Through Space,Sia,177800,0.575,0.00172,0.844,0,0.114,0.277,-4.89,0.072,104.914,6,4,Energetic
06G5MnuMA3cLbNwjFs8zIS,Flowing,Flowing,Lucas Delphy,131116,0.2,0.896,0.138,0.929,0.207,0.138,-20.417,0.0301,71.631,0,4,Calm
69VbrwGah98lR7iuXkrk7e,Fly (King Britt's Fhloston Paradigm Remix),Fly - King Britt's Fhloston Paradigm Remix,Low,448426,0.614,0.521,0.498,0.855,0.136,0.418,-14.325,0.0466,120.003,10,3,Sad
2e3ZtFtjaPvcBgJy3xpXFT,"Flying Solo (feat. Madison Reyes, Charlie Gillespie, Owen Patrick Joyner & Jeremy Shada)",Julie and the Phantoms: Season 1 (From the Netflix Original Series),Julie and the Phantoms Cast,184807,0.556,0.00946,0.592,2.49E-06,0.0683,0.381,-5.285,0.065,165.983,0,4,Energetic
3DZ7DFolE5U2xEGIzFjeGo,Focus,Focus,Light of Sun,190526,0.273,0.238,0.161,0.481,0.133,0.0503,-17.727,0.053,113.89,4,4,Calm
7d44sL4znFm5HZ6ltUVqbI,Follow me,Follow me,Andre Ehmann,204624,0.475,0.995,0.109,0.948,0.127,0.405,-29.839,0.0303,99.008,2,4,Calm
7FdUvDkaE24o3FPIWTvzv2,Follow You,Follow You / Cutthroat,Imagine Dragons,175643,0.542,0.00209,0.732,7.92E-05,0.496,0.489,-5.956,0.0521,124.912,9,4,Energetic
1NyFRrFiJAJIaR6icj1goI,"For Emma, Forever Ago",Skinny Love,Bon Iver,238532,0.592,0.842,0.256,2.38E-06,0.088,0.103,-14.031,0.0449,76.361,4,4,Sad
0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,190476,0.823,0.114,0.586,0,0.193,0.347,-6.606,0.2,125.971,6,4,Energetic
3QeaXGKRvt8cfHdrfdk5pL,For Their Love,We Wait,Other Lives,221662,0.387,0.654,0.577,0.127,0.163,0.447,-8.259,0.0353,149.048,1,4,Sad
2T2EemW8X3GlKvJe1gxpBC,Found,Found,Martin Gauffin,159049,0.517,0.901,0.397,0.867,0.11,0.195,-14.281,0.0289,100.005,0,4,Calm
7EkWXAI1wn8Ii883ecd9xr,Freaks,Freaks,Surf Curse,147062,0.345,3.84E-05,0.941,0.633,0.0511,0.407,-9.918,0.0466,179.626,9,4,Energetic
44r4zta6P9flkhKaVnbsvG,Freaks,Freaks,Jordan Clarke,174800,0.674,0.116,0.568,0,0.165,0.64,-6.356,0.0408,166.107,1,4,Energetic
08bNPGLD8AhKpnnERrAc6G,FRIENDS,FRIENDS,Marshmello,202620,0.626,0.205,0.88,0,0.128,0.534,-2.384,0.0504,95.079,9,4,Energetic
3zC1zTH90VQeBrMyDt5W0X,Friends,Friends,Giulio Cercato,139572,0.813,0.26,0.646,3.56E-05,0.0793,0.764,-7.374,0.034,100.016,8,4,Energetic
6IQCmIGaOxzjNNcwScETVD,FRIENDS,Speak Your Mind (Deluxe),Anne-Marie,202620,0.626,0.205,0.88,0,0.128,0.534,-2.384,0.0504,95.079,9,4,Energetic
4nTeeVQnNghbWWo6k7oPrH,Frozen,Frozen,Ron Adelaar,166000,0.352,0.986,0.0246,0.928,0.107,0.174,-27.226,0.0419,78.809,9,4,Calm
1ddKUwm3UuvcMWLLAgOIcX,Fuck Up the Friendship,Fuck Up the Friendship,Leah Kate,172757,0.744,0.142,0.736,1.10E-05,0.11,0.77,-5.258,0.291,103.993,1,4,Sad
09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely (with Anne-Marie)",~how i'm feeling~,Lauv,198973,0.806,0.482,0.558,0,0.0618,0.678,-6.46,0.0683,95.016,9,4,Calm
7fJALFBexDXzu0QdatF5O4,Fumes,i think you think too much of me,EDEN,214631,0.388,0.161,0.836,0,0.936,0.353,-3.269,0.231,76.305,7,4,Energetic
229MM2St7SnW43nT8ADlG8,Game Time (feat. Ninja),Game Time (feat. Ninja),3LAU,156631,0.534,8.05E-05,0.957,0.758,0.266,0.52,-4.025,0.0455,95.046,1,4,Happy
77gY3WsOnEsq9JOWgBmdLj,"Garage, Inc.",Whiskey In The Jar,Metallica,304893,0.511,5.36E-06,0.972,0.00101,0.19,0.532,-3.751,0.0413,132.97,10,4,Energetic
6jEZLz3YpnEBRpVkv35AmP,Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,192600,0.857,0.332,0.801,1.20E-06,0.0789,0.753,-6.499,0.0618,96.009,0,4,Energetic
2IO7yf562c1zLzpanal1DT,Gasoline,BADLANDS (Deluxe),Halsey,199593,0.731,0.223,0.58,0,0.129,0.319,-7.328,0.0399,119.997,10,4,Sad
26rdOwwjC2UnweK3xeS58u,GDFR (feat. Sage the Gemini & Lookas),My House,Flo Rida,190185,0.657,0.000704,0.827,0.00534,0.065,0.69,-4.036,0.0734,145.889,5,4,Energetic
305WCRhhS10XUcH6AEwZk6,Get Born,Are You Gonna Be My Girl,Jet,213800,0.613,0.00148,0.953,0.000582,0.152,0.537,-3.435,0.0855,105.046,2,4,Happy
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,248413,0.794,0.0426,0.811,1.07E-06,0.101,0.862,-8.966,0.038,116.047,6,4,Happy
1HOMkjp0nHMaTnfAkslCQj,Get The Knack,My Sharona,The Knack,295400,0.586,0.0589,0.7,0.00125,0.0318,0.897,-9.558,0.0363,147.245,0,4,Happy
4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,179080,0.498,0.72,0.235,0,0.144,0.0895,-16.541,0.188,118.917,1,4,Sad
3YQopTaSSgLSSuzYBZ9bLf,Getting Away With Murder (Explicit Version),Getting Away With Murder,Papa Roach,191239,0.544,0.000115,0.97,3.34E-05,0.238,0.349,-3.78,0.0532,103.909,1,4,Energetic
13PUJCvdTSCT1dn70tlGdm,Ghost,"Welcome Home, Son",Radical Face,285320,0.601,0.743,0.537,0.732,0.143,0.394,-9.464,0.0296,144.994,6,3,Sad
1MhXdlCQPnO56T57MfmaRm,Ghost Of You,Youngblood (Deluxe),5 Seconds of Summer,197411,0.458,0.0965,0.561,0,0.156,0.206,-4.819,0.0269,149.875,10,3,Sad
6mnYXjuK0CDzqem4eR5JGU,Ghostride,Ghostride,Crumb,126120,0.664,0.511,0.352,0.806,0.109,0.45,-9.426,0.0278,87.054,2,4,Sad
3p8low79RQzkixDlIngBTT,Giant,A Page,YUQI,209106,0.614,0.295,0.865,0,0.115,0.596,-3.668,0.0461,148.035,1,4,Energetic
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,Red Pill Blues (Deluxe),Maroon 5,235545,0.851,0.568,0.541,0,0.13,0.448,-6.825,0.0505,124.959,0,4,Energetic
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,Unbroken,Demi Lovato,205346,0.651,0.23,0.695,0,0.144,0.569,-3.218,0.0487,123.008,6,4,Energetic
3X5v2aN1dTa2tgoBbVGh2d,Glass House,Glass House,Nick Talos,205906,0.761,0.239,0.655,0.00108,0.193,0.25,-4.679,0.0333,119.906,5,4,Energetic
4sP8BZIZKGVq6jHOSPF17A,GLIESE,Isonoe,Job Roggeveen,159045,0.365,0.983,0.119,0.919,0.112,0.249,-20.962,0.0405,147.573,7,4,Calm
1HTN2lX8X87qmMXTtI9FDL,Go Girl,Original Hits,Pitbull,229668,0.986,0.145,0.597,2.18E-06,0.197,0.761,-6.809,0.308,115.004,8,4,Energetic
6DCZcSspjsKoFjzjrWoCdn,God's Plan,Scorpion,Drake,198973,0.754,0.0332,0.449,8.29E-05,0.552,0.357,-9.211,0.109,77.169,7,4,Energetic
3Ea1CNsTqBY4RtAESrBeNI,Going Dumb (with Stray Kids),Going Dumb,Alesso,169506,0.834,0.153,0.651,0,0.146,0.49,-4.855,0.0595,121.978,6,4,Energetic
7vCuaxRIKElwgjSAo5REkw,Gold,Bad Kingdom,May,193220,0.401,0.934,0.199,0.0064,0.112,0.0744,-14.409,0.0355,118.351,9,4,Sad
08Hghm2hJpCxJux9YuhCG0,Gone My Way (KhoMha Remix),Gone My Way - KhoMha Remix,Morgan Page,168750,0.547,0.00129,0.895,0.107,0.288,0.0353,-7.081,0.0683,128.022,5,4,Energetic
6PERP62TejQjgHu81OHxgM,good 4 u,good 4 u,Olivia Rodrigo,178147,0.556,0.3,0.661,0,0.101,0.668,-5.052,0.204,168.56,6,4,Energetic
42GP0xKtkolBnmqQRvSllO,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Welcome Home,Coheed and Cambria,374973,0.442,0.00648,0.951,1.12E-06,0.0887,0.158,-5.27,0.11,154.004,11,4,Energetic
5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,Revival (Deluxe),Selena Gomez,221280,0.607,0.181,0.673,0,0.069,0.215,-6.484,0.0611,88.952,5,4,Energetic
2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),GEMINI,Macklemore,240506,0.712,0.446,0.51,2.46E-05,0.112,0.268,-8.162,0.0633,122.964,8,4,Energetic
6pGJTJaExyKwwXBmcoyVlY,"Good Times, Bad Times - Ten Years of Godsmack",I Stand Alone,Godsmack,243840,0.211,4.51E-05,0.921,0,0.1,0.351,-4.468,0.0729,171.9,0,4,Energetic
2oF7FZHIJbzjeEXZ3D0Ku4,Good Vibrations 40th Anniversary,Good Vibrations - Remastered,The Beach Boys,217746,0.403,0.387,0.495,8.03E-06,0.147,0.38,-6.888,0.0312,132.912,10,4,Happy
0Cp85ha3RN0FDytbku8nzq,Goodbye (feat. Lyse) - Slow Version,Goodbye (feat. Lyse) [Slow Version],Feder,185173,0.764,0.173,0.683,0.842,0.117,0.141,-5.658,0.0715,92.654,1,4,Energetic
3iJxloILmOu2NIRZ0OGyui,Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition),Bennie And The Jets - Remastered 2014,Elton John,322548,0.666,0.251,0.668,5.77E-06,0.499,0.765,-7.961,0.0523,132.666,0,4,Happy
6AKWOVOJ81OQfsgxZbJ6QN,Got Your Six (Deluxe),Wash It All Away,Five Finger Death Punch,224906,0.485,2.08E-05,0.987,0,0.267,0.272,-3.1,0.0738,123.576,4,4,Energetic
2bo6ZMPnFkWCd0VRTMwbcs,Goya,Goya,Minxz,235813,0.365,0.994,0.00656,0.888,0.119,0.0809,-21.678,0.0427,68.17,8,5,Calm
5O4NFbDqJ8SOfbjnIhdPDt,Greatest,The Safety Dance,Men Without Hats,164866,0.524,0.0252,0.881,0,0.101,0.62,-4.479,0.0468,101.677,5,4,Happy
4kjbflfFCcNWkBGWvYBSxz,Green Street,Green Street,Alexander Motovilov,133125,0.373,0.978,0.191,0.944,0.0737,0.411,-24.099,0.0302,96.682,7,4,Calm
3ktUAf5M4HiCt6n7Zb323H,Groovin,Groovin,Sir Roy,267152,0.845,0.0447,0.744,0.343,0.13,0.694,-9.539,0.0567,126,10,4,Energetic
0TEW7oRDKD2mjJQH507ni4,Group Therapy 300 Live from Hong Kong (ABGT300),Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,Above & Beyond,364743,0.532,0.000312,0.664,0.0427,0.303,0.075,-9.804,0.0603,128.973,1,4,Energetic
3EKKIR8be1kfAAwaz1fzyS,Halfway There (feat. Lena Leon),Halfway There (feat. Lena Leon),Tiësto,195000,0.59,0.000753,0.888,0.00535,0.817,0.0715,-4.151,0.0797,128.025,0,4,Energetic
3Jrf9MHZZWx3cXBeMkZWUu,Hall & Oates,Kiss On My List - Remastered,Daryl Hall & John Oates,261200,0.806,0.138,0.847,0.00157,0.067,0.97,-4.47,0.0319,121.718,0,4,Happy
7wMq5n8mYSKlQIGECKUgTX,Hall of Fame (feat. will.i.am),#3 Deluxe Version,The Script,202533,0.421,0.0654,0.873,0,0.123,0.629,-4.343,0.0564,84.786,10,4,Sad
2ofRXmQClu8tm1lGIPkEym,Hands in the Fire,Hands in the Fire,James Carter,176842,0.732,0.0317,0.821,0.00036,0.414,0.306,-4.821,0.0489,94.997,6,4,Energetic
3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,Revival (Deluxe),Selena Gomez,200680,0.811,0.0147,0.499,2.44E-06,0.342,0.466,-7.161,0.118,111.016,5,4,Energetic
2dpaYNEQHiRxtZbfNsse99,Happier,Happier,Marshmello,214289,0.687,0.191,0.792,0,0.167,0.671,-2.749,0.0452,100.015,5,4,Happy
2RttW7RAu5nOAfq6YFvApB,Happier,÷ (Deluxe),Ed Sheeran,207520,0.522,0.536,0.385,0,0.135,0.236,-7.355,0.0288,89.792,0,4,Sad
